ASIN,Product Name,Product Price,Promo Price,Price Match,Product URL,Seller Type,Condition Type
B0B3SJ7L7Q,"GIGABYTE M32U-SA-R 32"" 144Hz 4K AdaptiveSync Compatible Gaming Monitor (SS IPS/3840x2160 Display/1ms Response Time (GTG)/1x Display Port 1.4/2x HDMI 2.1/2x USB 3.0/1x USB Type C) (RENEWED),Black",569.99,569.99,Match,https://www.amazon.com/dp/B0B3SJ7L7Q,Amazon,New
B0DVCGJG25,"GIGABYTE - MO27Q2-27"" QD-OLED Gaming Monitor - QHD 2560x1440-240Hz - 0.03ms GTG - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP - Height Adjustable - Black",682.56,699.99,Mismatch,https://www.amazon.com/dp/B0DVCGJG25,Amazon,New
B0DVCD7X5X,"GIGABYTE - MO32U - 32"" QD-OLED Gaming Monitor - UHD 3840x2160-165Hz - 0.03ms GTG - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP - Height Adjustable - Black",780.01,799.99,Mismatch,https://www.amazon.com/dp/B0DVCD7X5X,Amazon,New
B0D3HB3ZKG,GIGABYTE - A7 K1 Gaming Laptop - 144Hz FHD 1920x1080 - NVIDIA GeForce RTX 3060 - AMD Ryzen7 5800H - 512GB M.2 SSD with 16GB DDR4 RAM - Windows 11 Home (A7 K1-BUS1130SB-R) (Renewed),728.1,749.99,Mismatch,https://www.amazon.com/dp/B0D3HB3ZKG,Amazon,New
B0BVRFRK5S,"GIGABYTE AERO 14 OLED - 14.0"" 16:10 2.8K QHD+ 2880x1800 90Hz OLED - NVIDIA GForce RTX 4050 GPU 6GB GDDR6 - Intel Core i5-12500H - 16GB DDR5 RAM - 1TB SSD - Windows 11 Home (AERO 14 OLED 9MF-E2USBB4SH)",1099.0,1499.0,Mismatch,https://www.amazon.com/dp/B0BVRFRK5S,Amazon,New
B0BVRGMXHG,"GIGABYTE AERO 14 OLED: 14"" Thin Bezel 2.8K QHD+ 2880x1800 90Hz OLED, NVIDIA GForce RTX 4050 GPU 6GB GDDR6, Intel Core i7-13700H, 16GB DDR5 RAM, 1TB SSD, Windows 11 Home (AERO 14 OLED BMF-72USBB4SH)",1299.0,1699.0,Mismatch,https://www.amazon.com/dp/B0BVRGMXHG,Amazon,New
B07SFR748X,"Gigabyte AERO 15 OLED Thin and Light Laptop, 15.6 Thin Bezel UHD AMOLED Panel, i7-9750H, NVIDIA GeForce GTX1660Ti,16GB RAM, M.2 PCIe 512GB SSD, Win 10, 94Wh Battery (AERO 15 OLED SA-7US5130SH)",649.99,1899.0,Mismatch,https://www.amazon.com/dp/B07SFR748X,3rd Party,Used
B07SKLQXQX,"GIGABYTE AERO 15 OLED Thin and Light Performance Laptop, 15.6 4K UHD OLED, GeForce RTX 2060 Studio laptop, Intel Core i7-9750H, 16GB DDR4, 512GB NVMe SSD, 8-hrs Battery (AERO 15 OLED WA-7US5130SP)",,2199.0,Price not available,https://www.amazon.com/dp/B07SKLQXQX,3rd Party,Used
B0D3HB4SFN,GIGABYTE - AERO 16 XE4 Gaming Laptop - 60Hz UHD 3840x2400 - NVIDIA GeForce RTX 3070 Ti - Intel i7-12700H - 2TB M.2 SSD with 16GB DDR4 RAM - Windows 11 Pro (AERO 16 XE4-73US918HP-R) (Renewed),1374.78,1379.99,Mismatch,https://www.amazon.com/dp/B0D3HB4SFN,Amazon,New
B09Z7349N8,"GIGABYTE AERO 16 YE5-16"" 4K/UHD+ Samsung AMOLED, Intel Core i9-12900H, NVIDIA® GeForce RTX™ 3080Ti, 64GB DDR5 RAM, 2TB SSD, Win11 Pro (AERO 16 YE5-A4US958HP)",,4299.0,Price not available,https://www.amazon.com/dp/B09Z7349N8,3rd Party,Used
B0BJNL7NRJ,"GIGABYTE AERO 17 YE5: 17.3"" 4K/UHD miniLED 120Hz, Intel Core i7-12700H, NVIDIA® GeForce RTX™ 3080Ti, 32GB DDR5 RAM, 2TB SSD, Win11 Pro (AERO 17 YE5-74US748HP)",2499.0,3099.0,Mismatch,https://www.amazon.com/dp/B0BJNL7NRJ,3rd Party,New
B0D3HBRGLQ,GIGABYTE - AERO 17 YE5 Gaming Laptop - 120Hz UHD 3840x2400 - NVIDIA GeForce RTX 3080 Ti - Intel i7-12700H - 2TB M.2 SSD with 32GB DDR5 RAM - Windows 11 Pro (AERO 17 YE5-74US748HP-R) (Renewed),1750.15,1819.99,Mismatch,https://www.amazon.com/dp/B0D3HBRGLQ,Amazon,New
B0C8W4N4TM,"GIGABYTE AORUS 15: 15.6"" 16:9 Thin Bezel FHD 1920x1080 360Hz, NVIDIA GeForce RTX 4050 Laptop GPU 6GB GDDR6, Intel Core i5-12500H, 8GB DDR5 RAM, 512GB SSD, Win11 Home (AORUS 15 9MF-E2US583SH), Black",799.0,1099.0,Mismatch,https://www.amazon.com/dp/B0C8W4N4TM,Amazon,New
B0BVRF2X8K,"GIGABYTE AORUS 15: 15.6"" 16:9 Thin Bezel QHD 2560x1440 165Hz, NVIDIA GeForce RTX 4060 Laptop GPU 8GB GDDR6, Intel Core i7-13700H, 16GB DDR5 RAM, 1TB SSD, Win11 Home (AORUS 15 BKF-73US754SH), Black",1305.67,1499.0,Mismatch,https://www.amazon.com/dp/B0BVRF2X8K,3rd Party,New
B0CW28JXRJ,GIGABYTE - AORUS 15 (2024) Gaming Laptop - 165Hz 2560x1440 QHD - NVIDIA GeForce RTX 4060 - Intel Ultra 7 155H - 1TB SSD with 16GB DDR5 RAM - Windows 11 Home AD (AORUS 15 BKG-13US754SH),1569.0,1699.0,Mismatch,https://www.amazon.com/dp/B0CW28JXRJ,Amazon,New
B0BVRM8ZSG,"GIGABYTE AORUS 15: 15.6"" 16:9 Thin Bezel QHD 2560x1440 165Hz, NVIDIA GeForce RTX 4070 Laptop GPU 8GB GDDR6, Intel Core i7-13700H, 16GB DDR5 RAM, 1TB SSD, Win11 Home (AORUS 15 BSF-73US754SH), Black",1009.28,1649.0,Mismatch,https://www.amazon.com/dp/B0BVRM8ZSG,3rd Party,Used
B0CC3W59JB,"GIGABYTE AORUS 15X: 15.6"" 16:9 Thin Bezel QHD 2560x1440 165Hz, NVIDIA GeForce RTX 4070 Laptop GPU 8GB GDDR6, Intel Core i9-13980HX, 16GB DDR5 RAM, 1TB SSD, Win11 Home (AORUS 15X ASF-D3US754SH), Black",1459.96,1899.0,Mismatch,https://www.amazon.com/dp/B0CC3W59JB,3rd Party,New
B0CGH1BMZJ,"GIGABYTE AORUS 16: 16.0"" 16:10 QHD+ 2560x1600 240Hz, NVIDIA GeForce RTX 4070 Laptop GPU 8GB GDDR6, Intel Core i7-13700H, 16GB DDR5 RAM, 1TB SSD, Win11 Home AD (AORUS 16 BSF-73US654SH)",1469.0,1799.0,Mismatch,https://www.amazon.com/dp/B0CGH1BMZJ,Amazon,New
B0CV31TDXM,Product Name not found,,1399.0,Price not available,https://www.amazon.com/dp/B0CV31TDXM,3rd Party,Condition Info not found
B0CW286XRZ,GIGABYTE - AORUS 16X (2024) Gaming Laptop - 165Hz 2560x1600 WQXGA - NVIDIA GeForce RTX 4070 - Intel i7-13650HX - 1TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (AORUS 16X 9SG-43USC64SH),,1699.0,Price not available,https://www.amazon.com/dp/B0CW286XRZ,3rd Party,Used
B0CW27V4HC,GIGABYTE - AORUS 16X (2024) Gaming Laptop - 165Hz 2560x1600 WQXGA - NVIDIA GeForce RTX 4070 - Intel i7-14650HX - 1TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (AORUS 16X ASG-53USC64SH),1499.0,1949.0,Mismatch,https://www.amazon.com/dp/B0CW27V4HC,Amazon,New
B0BVRFK7CZ,"GIGABYTE AORUS 17: 17.3"" Thin Bezel QHD 2560x1440 240Hz, NVIDIA GeForce RTX 4070 Laptop GPU 8GB GDDR6, Intel Core i7-13700H, 16GB DDR5 RAM, 1TB SSD, Win11 Home (AORUS 17 BSF-73US654SH),Black",1607.23,1749.0,Mismatch,https://www.amazon.com/dp/B0BVRFK7CZ,Amazon,New
B0CW297HQV,GIGABYTE - AORUS 17 (2024) Gaming Laptop - 240Hz 2560x1440 QHD - NVIDIA GeForce RTX 4070 - Intel Ultra 7 155H - 1TB SSD with 16GB DDR5 RAM - Windows 11 Home AD (AORUS 17 BSG-13US654SH),1785.98,1999.0,Mismatch,https://www.amazon.com/dp/B0CW297HQV,3rd Party,New
B0D3HBPGV8,"GIGABYTE AORUS 17 XE4: 17.3"" Thin Bezel FHD 1920x1080 IPS- Intel Core i7-12700H- NVIDIA GeForce RTX 3070 Ti Laptop GPU 8GB GDDR6-16GB DDR4 RAM- 1TB SSD- Win11 Home (AORUS 17 XE4-73US514SH-R)(Renewed)",1295.67,1349.99,Mismatch,https://www.amazon.com/dp/B0D3HBPGV8,Amazon,New
B0D3HDFR62,"GIGABYTE AORUS 17 XE5: 17.3"" Thin Bezel FHD 1920x1080 IPS, Intel Core i7-12700H, NVIDIA GeForce RTX 3070 Ti Laptop GPU 8GB GDDR6, 16GB DDR5 RAM, 1TB SSD, Win11 Home (AORUS 17 XE5-73US534SH-R)(Renewed)",1276.63,1329.99,Mismatch,https://www.amazon.com/dp/B0D3HDFR62,Amazon,New
B0BSR8VSF2,"GIGABYTE AORUS 17X: 17.3"" Thin Bezel QHD 2560x1440 240Hz Display, NVIDIA GeForce RTX 4080 Laptop GPU 12GB GDDR6, Intel Core i9-13900HX,16GB DDR5 RAM, 1TB SSD, Win11 Pro (AORUS 17X AXF-B4US694SP),Black",2499.0,2499.0,Match,https://www.amazon.com/dp/B0BSR8VSF2,Amazon,New
B0CGH12MPN,"GIGABYTE AORUS 17X: 17.3"" 16:9 Thin Bezel QHD 2560x1440 240Hz, NVIDIA GeForce RTX 4080 Laptop GPU 12GB GDDR6, Intel Core i9-13980HX, 16GB DDR5 RAM, 1TB SSD, Windows 11 Pro (AORUS 17X AXF-D4US694SH)",,2699.0,Price not available,https://www.amazon.com/dp/B0CGH12MPN,3rd Party,Used
B0CGGZZTV3,"GIGABYTE AORUS 17X: 17.3"" 16:9 Thin Bezel QHD 2560x1440 240Hz, NVIDIA GeForce RTX 4090 Laptop GPU 16GB GDDR6, Intel Core i9-13980HX, 32GB DDR5 RAM, 2TB SSD, Windows 11 Home (AORUS 17X AZF-D5US665SH)",3328.19,3499.0,Mismatch,https://www.amazon.com/dp/B0CGGZZTV3,Amazon,New
B0BZQMXLZP,"GIGABYTE AORUS 7: 17.3"" FHD 1920x1080 360Hz, NVIDIA GeForce RTX 4060 Laptop GPU 8GB GDDR6, Intel Core i5-12500H, 16GB DDR4 RAM, 512GB SSD, Win11 Home (AORUS 7 9KF-E3US513SH), Black",903.15,1149.0,Mismatch,https://www.amazon.com/dp/B0BZQMXLZP,Amazon,New
B0D3HBTT18,"GIGABYTE G5 KE - 15.6"" FHD 144Hz, NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6, Intel Core i5-12500H, 16GB Memory, 512GB SSD, Win11 Home, Gaming Laptop (G5 KE-52US213SH-R) (Renewed)",769.99,769.99,Match,https://www.amazon.com/dp/B0D3HBTT18,Amazon,New
B0BVRGF3MR,"GIGABYTE G5 KF: 15.6"" FHD 1920x1080 144Hz, NVIDIA GeForce RTX 4060 Laptop GPU, Intel Core i5-12500H, 8GB DDR4 RAM, 512G SSD, Win11 Home (G5 KF-E3US333SH) Black",,999.0,Price not available,https://www.amazon.com/dp/B0BVRGF3MR,3rd Party,Used
B0CW2D76QR,GIGABYTE - G6 (2024) Gaming Laptop - 165Hz 1920x1200 WUXGA - NVIDIA GeForce RTX 4060 - Intel i7-13620H - 2TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (G6 KF-H3US865KH),1149.0,1399.0,Mismatch,https://www.amazon.com/dp/B0CW2D76QR,Amazon,New
B0CV2JQNX1,GIGABYTE - G6 (2024) Gaming Laptop - 165Hz 1920x1200 WUXGA - NVIDIA GeForce RTX 4050 - Intel i7-13620H - 1TB SSD with 16GB DDR5 RAM - Windows 11 Home (G6 MF-H2US854KH),839.99,999.0,Mismatch,https://www.amazon.com/dp/B0CV2JQNX1,Amazon,New
B09QPS8LRG,"GIGABYTE U4 UD - 14.0"" Thin Bezel FHD IPS-Level i5-1155G7 Intel Iris Xe Graphics 512 GB PCIe SSD Win 11 Home Laptop (U4 UD-50US823SO)",599.99,1099.0,Mismatch,https://www.amazon.com/dp/B09QPS8LRG,3rd Party,New
B0DYJMYYHD,GIGABYTE AORUS MASTER 18 Gaming Laptop - 240Hz 2560x1600 Mini-LED - NVIDIA GeForce RTX 5080 - Intel Core Ultra 9 275HX - 2TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (AORUS MASTER 18 BYH-C5USD65SH),,3299.99,Price not available,https://www.amazon.com/dp/B0DYJMYYHD,Amazon,Used
B0DYJK9JNG,GIGABYTE AORUS MASTER 18 Gaming Laptop - 240Hz 2560x1600 Mini-LED - NVIDIA GeForce RTX 5090 - Intel Core Ultra 9 275HX - 2TB SSD with 64GB DDR5 RAM - Windows 11 Home AD (AORUS MASTER 18 BZH-C6USD45SH),,4299.99,Price not available,https://www.amazon.com/dp/B0DYJK9JNG,Amazon,Used
B0DYJHX33G,GIGABYTE AORUS Master 16 Gaming Laptop - 240Hz 2560x1600 OLED - NVIDIA GeForce RTX 5080 - Intel Core Ultra 9 275HX - 1TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (AORUS Master 16 BYH-C5USE64SH),,3099.99,Price not available,https://www.amazon.com/dp/B0DYJHX33G,Amazon,Used
B0DYJHN2KL,GIGABYTE AORUS Master 16 Gaming Laptop - 240Hz 2560x1600 OLED - NVIDIA GeForce RTX 5070 Ti - Intel Core Ultra 9 275HX - 1TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (AORUS Master 16 BXH-C4USE64SH),,2399.99,Price not available,https://www.amazon.com/dp/B0DYJHN2KL,Amazon,Used
B0DYJHNFR1,GIGABYTE AORUS Master 16 Gaming Laptop - 240Hz 2560x1600 OLED - NVIDIA GeForce RTX 5090 - Intel Core Ultra 9 275HX - 2TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (AORUS Master 16 BZH-C6USE65SH),,3999.99,Price not available,https://www.amazon.com/dp/B0DYJHNFR1,Amazon,Used
B09VH8B1XW,"GIGABYTE M27Q X 27"" 240Hz 1440P KVM Gaming Monitor, 2560x1440 SS IPS Display, 1ms ( MPRT ) Response Time, 92% DCI-P3, 1x Display Port 1.4, 2x HDMI 2.0, 2x USB 3.0, 1x USB Type-C (M27Q X-SA)",249.19,449.99,Mismatch,https://www.amazon.com/dp/B09VH8B1XW,3rd Party,Used
B09WPTKDQY,"GIGABYTE M32UC 32"" 144Hz (160Hz OC) 4K UHD Curved Gaming Monitor, SS VA, 3840x2160 Display, 1ms Response Time (MPRT), 1x DisplayPort 1.4, 2x HDMI 2.1, 1x USB Type-C, 4x USB 3.2",509.99,629.99,Mismatch,https://www.amazon.com/dp/B09WPTKDQY,Amazon,New
B083GRVFXN,"GIGABYTE M32U 32"" 4K 144Hz Gaming Monitor with IPS, 1ms Response Time, HDMI 2.1, USB 3.0 - Black",394.99,729.99,Mismatch,https://www.amazon.com/dp/B083GRVFXN,3rd Party,Used
B0CCSX399J,"GIGABYTE GS27QC 27"" 165Hz 1440P Curved Gaming Monitor, 2560 x 1440 VA 1500R Display, 1ms (MPRT) Response Time, HDR Ready, FreeSync Premium, 1x Display Port 1.4, 2X HDMI 2.0,Black",199.99,224.99,Mismatch,https://www.amazon.com/dp/B0CCSX399J,Amazon,New
B0CYK4DQD7,"GIGABYTE GS27Q X - 27"" IPS - 2560x1440 QHD - 240Hz/OC 250Hz - 1ms - AMD FreeSync Premium - HDMI, DP - Black (GS27Q X SA)",249.99,299.99,Mismatch,https://www.amazon.com/dp/B0CYK4DQD7,Amazon,New
B0927959GD,"GIGABYTE G27FC A (27"" 165Hz 1080P Curved Gaming Monitor, 1920 x 1080 VA 1500R Display, 1ms (MPRT) Response Time, 91% DCI-P3, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 1.4)",,229.99,Price not available,https://www.amazon.com/dp/B0927959GD,3rd Party,Used
B0CW273Y8K,GIGABYTE - G6X (2024) Gaming Laptop - 165Hz 1920x1200 WUXGA - NVIDIA GeForce RTX 4060 - Intel i7-13650HX - 1TB SSD with 16GB DDR5 RAM - Windows 11 Home AD (G6X 9KG-43US854SH),999.0,1249.0,Mismatch,https://www.amazon.com/dp/B0CW273Y8K,Amazon,New
B0D6GYZWS6,"GIGABYTE MO34WQC2-34"" QD-OLED Curved Gaming Monitor - WQHD 3440x1440 - Curved - 240Hz - 0.03ms GTG - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP, Type C - Height Adjustable - Black(MO34WQC2 SA)",799.0,1069.99,Mismatch,https://www.amazon.com/dp/B0D6GYZWS6,3rd Party,New
B0DCGRKNKM,"GIGABYTE - M27Q Advanced ICE (SA) - 27"" SS IPS Gaming Monitor - QHD 2560x1440-180Hz - 1ms MPRT - AMD FreeSync - Type C KVM - HDMI, DP, Type C - Height Adjustable - White",279.99,299.99,Mismatch,https://www.amazon.com/dp/B0DCGRKNKM,Amazon,New
B0CW27N4TC,GIGABYTE - G6X (2024) Gaming Laptop - 165Hz 1920x1200 WUXGA - NVIDIA GeForce RTX 4060 - Intel i7-13650HX - 2TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (G6X 9KG-43US865SH),1400.53,1499.0,Mismatch,https://www.amazon.com/dp/B0CW27N4TC,Amazon,New
B0CW27TFS3,GIGABYTE - G6X (2024) Gaming Laptop - 165Hz 1920x1200 WUXGA - NVIDIA GeForce RTX 4060 - Intel i7-13650HX - 1TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (G6X 9KG-43US864SH),1149.0,1349.0,Mismatch,https://www.amazon.com/dp/B0CW27TFS3,Amazon,New
B0D254J2D6,"GIGABYTE - G34WQC Advanced-R - 34"" VA Curved Gaming Monitor - WQHD 3440x1440-144Hz - 1ms MPRT - AMD FreeSync Premium - HDMI, DP - Height Adjustable - Black (RENEWED)",,299.99,Price not available,https://www.amazon.com/dp/B0D254J2D6,3rd Party,Used
B0D6GXXGCZ,"GIGABYTE MO34WQC - 34"" QD-OLED Curved Gaming Monitor - WQHD 3440x1440 - Curved - 175Hz - 0.03ms GTG - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP, Type C - Height Adjustable - Black (MO34WQC SA)",,949.99,Price not available,https://www.amazon.com/dp/B0D6GXXGCZ,3rd Party,Used
B094NX6C8R,Gigabyte M28U 28 4K UHD Edge LED Gaming LCD Monitor - 16:9 - Black,,599.99,Price not available,https://www.amazon.com/dp/B094NX6C8R,3rd Party,Used
B0DKTW6Y1P,"GIGABYTE - M32UP - Pro Version - 31.5"" SS IPS Gaming Monitor - UHD 3840x2160-160Hz - 1ms MPRT - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP, Type C - Height Adjustable - Black",489.99,599.99,Mismatch,https://www.amazon.com/dp/B0DKTW6Y1P,Amazon,New
B09S5ZZ5V7,"GIGABYTE M32QC 32"" 165Hz 1440P QHD -KVM Gaming -Monitor, 2560 x 1440 VA Display, 1ms (MPRT) Response Time, 94% DCI-P3, 1x DisplayPort 1.2(HDR Ready), 2x HDMI 2.0, 3x USB 3.0, 1x USB Type-C",279.99,349.99,Mismatch,https://www.amazon.com/dp/B09S5ZZ5V7,Amazon,New
B0CV2RQC53,GIGABYTE - AORUS 16X (2024) Gaming Laptop - 165Hz 2560x1600 WQXGA - NVIDIA GeForce RTX 4070 - Intel i9-14900HX - 2TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (AORUS 16X ASG-63USC65SH),,2099.0,Price not available,https://www.amazon.com/dp/B0CV2RQC53,3rd Party,Used
B0DKTSJJ1S,"GIGABYTE - AORUS FO32U - 32"" QD OLED Gaming Monitor - UHD 3840x2160-165Hz - 0.03ms GTG - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP, Type C - Height Adjustable - Black",749.99,899.99,Mismatch,https://www.amazon.com/dp/B0DKTSJJ1S,3rd Party,New
B0BF5FFDH8,"GIGABYTE M32U-AE Arm Edition 32"" 144Hz 2160P UHD-KVM Gaming Monitor, 3840 x 2160 4k SS IPS Display, 1ms (GTG) Response Time, 90% DCI-P3, HDR Ready, FreeSync Premium Pro (M32U AE-SA), M Series",,729.99,Price not available,https://www.amazon.com/dp/B0BF5FFDH8,3rd Party,Used
B0B3SM3SMJ,"AORUS FV43U-SA-R 43"" 144Hz 4K NVIDIA G-SYNC Compatible Gaming Monitor (Exclusive Built-in ANC/3840x2160 Display/1ms Response Time (MPRT)/1x Display Port 1.4/2x HDMI 2.1/KVM with USB Type-C) (RENEWED)",,649.99,Price not available,https://www.amazon.com/dp/B0B3SM3SMJ,3rd Party,Used
B0D25F2113,"GIGABYTE G24F 2-R, 24"" 1080P Gaming Monitor, 165Hz/180Hz(OC), 1920 x 1080 SS IPS Display, 1ms (MPRT) Response Time, 95% DCI-P3, 125% sRGB, 1x DisplayPort 1.2, 2X HDMI 2.0, 3X USB 3.2 (RENEWED)",,129.99,Price not available,https://www.amazon.com/dp/B0D25F2113,3rd Party,Used
B09GL7HQ6S,"GIGABYTE M34WQ 34"" 144Hz Ultrawide-KVM Gaming Monitor, 3440 x 1440 IPS Display, 1ms (MPRT) Response Time, 91% DCI-P3, HDR Ready, 1 Display Port 1.4, 2 HDMI 2.0, 2 USB 3.0, 1 USB Type-C",,2199.0,Price not available,https://www.amazon.com/dp/B09GL7HQ6S,3rd Party,Used
B0CW2BM5MV,GIGABYTE - AORUS 16X (2024) Gaming Laptop - 165Hz 2560x1600 WQXGA - NVIDIA GeForce RTX 4060 - Intel i7-14650HX - 1TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (AORUS 16X AKG-53USC64SH),1195.0,1599.0,Mismatch,https://www.amazon.com/dp/B0CW2BM5MV,Amazon,New
